
Predictions were generated on 27-Aug-2019 at 10:45:20 using AA 
 AeroAcoustics
Number of observers      :    1
Number of frequencies    :   34
     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      
         9.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        10.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        11.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        12.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        13.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        14.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        15.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        16.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
        17.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
